Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
26,Albania,64,69,AFC UTA Arad,775000.0,2000.0,Left,1.0,2.0,2.0,Normal,Back,183,74
30,Norway,66,66,Kristiansund BK,700000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,192,88
20,Norway,57,69,Mjøndalen IF,375000.0,550.0,Right,1.0,2.0,2.0,Lean,Back,170,62
23,Spain,65,72,Villarreal Club de Fútbol B,1300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,179,78
23,North Macedonia,64,73,Aberdeen,1300000.0,2000.0,Left,1.0,2.0,2.0,Lean,Forward,189,82
18,Mexico,58,71,Club Necaxa,210000.0,600.0,Right,1.0,2.0,2.0,Lean,Middle,183,72
17,Venezuela,62,76,AC Mineros de Guayana,925000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,175,72
21,India,59,71,Kerala Blasters FC,525000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,189,81
23,Paraguay,64,68,Guaireña FC,850000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,180,73
22,Spain,66,77,Málaga CF,1800000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,185,78
29,Paraguay,58,58,Club Sportivo Luqueño,200000.0,500.0,Right,1.0,3.0,2.0,Lean,Middle,178,71
17,Venezuela,61,80,Deportivo La Guaira FC,825000.0,500.0,Right,1.0,3.0,2.0,Lean,Forward,187,83
20,Japan,62,73,Urawa Red Diamonds,825000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,168,65
24,Czech Republic,63,67,Bruk-Bet Termalica Nieciecza,625000.0,2000.0,Right,1.0,2.0,2.0,Normal,Middle,182,77
22,England,62,69,Reading,775000.0,3000.0,Left,1.0,2.0,2.0,Lean,Back,180,70
22,Paraguay,59,68,General Caballero (JLM),500000.0,500.0,Left,1.0,2.0,2.0,Normal,Middle,171,68
22,Uruguay,70,80,Getafe CF,3300000.0,11000.0,Left,1.0,3.0,2.0,Normal,Back,184,72
22,Thailand,62,71,Odense Boldklub,850000.0,2000.0,Right,1.0,4.0,3.0,Normal,Back,185,80
18,Northern Ireland,62,80,Bolton Wanderers,975000.0,4000.0,Right,1.0,2.0,2.0,Lean,Back,181,71
27,Paraguay,65,66,Club River Plate Asunción,750000.0,500.0,Left,1.0,2.0,2.0,Normal,Back,178,74
25,Japan,68,73,KV Kortrijk,1600000.0,6000.0,Right,1.0,3.0,2.0,Normal,Back,186,76
24,Ecuador,57,62,Club Deportivo El Nacional,250000.0,500.0,Right,1.0,2.0,3.0,Lean,Middle,176,70
23,Switzerland,56,64,FC St. Gallen 1879,300000.0,2000.0,Left,1.0,2.0,2.0,Normal,Back,172,72
20,Poland,63,75,Wisła Kraków,1100000.0,1000.0,Right,1.0,3.0,2.0,Lean,Back,183,74
20,Mexico,66,77,Club Atlético de San Luis,1800000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,182,81
27,Brazil,72,74,Wuhan Three Towns,2500000.0,13000.0,Right,2.0,2.0,2.0,Normal,Back,191,85
22,Germany,67,74,1. FC Heidenheim 1846,1900000.0,11000.0,Left,1.0,2.0,2.0,Normal,Back,187,80
31,Poland,64,64,PGE FKS Stal Mielec,400000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,193,88
21,Argentina,65,77,Club Atlético Aldosivi,1700000.0,3000.0,Left,1.0,3.0,2.0,Lean,Back,187,74
21,Gabon,63,70,Frosinone,925000.0,550.0,Right,1.0,3.0,2.0,Normal,Back,179,72
24,Tunisia,64,71,Abha Club,1200000.0,3000.0,Right,1.0,4.0,2.0,Normal,Forward,185,77
37,Bolivia,65,65,Royal Pari,130000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,180,74
21,Germany,67,78,SG Dynamo Dresden,2100000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,186,84
22,England,67,74,Reading,1900000.0,6000.0,Right,1.0,2.0,2.0,Normal,Back,189,82
22,Greece,67,77,AEK Athens,2100000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,195,85
25,Ghana,63,65,Central Coast Mariners,600000.0,800.0,Right,1.0,3.0,2.0,Lean,Forward,178,64
24,Portugal,62,69,HJK Helsinki,750000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,188,83
19,Republic of Ireland,55,67,UCD AFC,300000.0,500.0,Left,1.0,3.0,3.0,Lean,Middle,180,76
23,Poland,67,74,Venezia FC,1900000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,194,91
33,Argentina,65,65,Club Atlético Palmaflor,350000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,184,80
23,Germany,68,75,1. FC Kaiserslautern,2200000.0,5000.0,Right,1.0,3.0,2.0,Normal,Back,193,87
31,France,65,65,USL Dunkerque,525000.0,2000.0,Right,1.0,2.0,2.0,Normal,Back,179,67
22,Argentina,75,82,Udinese Calcio,10500000.0,13000.0,Right,1.0,3.0,2.0,Normal,Back,186,75
30,France,67,67,Stade Lavallois Mayenne FC,1000000.0,3000.0,Right,1.0,2.0,2.0,Normal,Forward,183,75
30,Serbia,66,66,Raków Częstochowa,700000.0,4000.0,Left,1.0,2.0,2.0,Normal,Back,188,80
29,China PR,68,68,Shandong Taishan,1000000.0,8000.0,Right,1.0,2.0,2.0,Normal,Back,182,81
33,Ecuador,63,63,Guayaquil City FC,240000.0,500.0,Right,1.0,2.0,2.0,Normal,Middle,175,78
29,Spain,64,65,Mjällby AIF,550000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,183,79
23,Germany,64,72,SV Meppen,1300000.0,750.0,Right,1.0,3.0,2.0,Lean,Middle,188,78
22,England,60,67,Rochdale,475000.0,2000.0,Left,1.0,2.0,2.0,Normal,Back,181,78
18,Gabon,64,79,FC Girondins de Bordeaux,1300000.0,550.0,Left,1.0,3.0,2.0,Normal,Back,179,73
19,Poland,66,77,Piast Gliwice,1700000.0,2000.0,Right,1.0,2.0,2.0,Normal,Back,184,82
31,Portugal,69,69,Melbourne Victory,950000.0,5000.0,Right,1.0,2.0,2.0,Normal,Back,191,85
25,Paraguay,61,65,Deportivo Binacional,425000.0,500.0,Right,1.0,2.0,2.0,Normal,Middle,180,78
23,Sweden,67,76,Djurgårdens IF,2100000.0,2000.0,Right,1.0,3.0,2.0,Lean,Back,191,90
24,Italy,63,69,Como,700000.0,700.0,Left,1.0,3.0,2.0,Normal,Back,180,83
22,France,60,71,Austria Lustenau,525000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,170,62
28,France,73,74,FC Lorient,2900000.0,15000.0,Right,1.0,3.0,2.0,Normal,Back,185,82
28,India,56,57,NorthEast United FC,140000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,179,73
22,Benin,67,78,Caracas Fútbol Club,2300000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,173,60
24,Uruguay,71,78,Estudiantes de La Plata,3500000.0,7000.0,Right,1.0,2.0,2.0,Stocky,Back,190,84
30,China PR,57,57,Jiangsu FC,160000.0,4000.0,Right,1.0,4.0,3.0,Normal,Back,180,83
24,Portugal,71,76,DSC Arminia Bielefeld,2600000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,191,82
29,Peru,66,66,Carlos A. Mannucci,850000.0,500.0,Left,1.0,3.0,2.0,Normal,Forward,181,64
24,Germany,67,73,Heracles Almelo,1500000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,184,84
26,Ghana,62,67,Odds BK,525000.0,1000.0,Right,1.0,3.0,2.0,Normal,Middle,176,75
26,England,63,66,AFC Wimbledon,550000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,185,84
29,England,61,61,Walsall,325000.0,4000.0,Left,1.0,3.0,2.0,Normal,Forward,178,82
24,Brazil,67,72,SC Farense,1400000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,187,80
23,Romania,62,70,AFC Hermannstadt,900000.0,1000.0,Right,1.0,2.0,2.0,Normal,Forward,178,76
32,Paraguay,66,66,12 de Octubre FC,600000.0,500.0,Left,1.0,3.0,3.0,Normal,Middle,179,80
23,Venezuela,63,71,Chicago Fire Football Club,1000000.0,1000.0,Left,1.0,2.0,2.0,Stocky,Back,173,66
24,Venezuela,62,65,Llaneros de Guanare Escuela de Fútbol,550000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,183,77
25,Peru,60,65,Club Atlético Grau,325000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,188,85
28,Germany,63,63,FC Würzburger Kickers,500000.0,2000.0,Right,1.0,3.0,3.0,Normal,Forward,187,86
28,Venezuela,62,62,Estudiantes de Mérida,350000.0,500.0,Left,1.0,2.0,3.0,Lean,Back,172,57
30,Serbia,60,60,Meizhou Hakka,240000.0,2000.0,Right,1.0,3.0,2.0,Normal,Forward,189,81
18,England,54,67,Scunthorpe United,250000.0,850.0,Right,1.0,3.0,2.0,Lean,Middle,185,80
29,India,60,60,FC Goa,220000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,174,70
31,Egypt,76,76,Al Ittihad,5000000.0,33000.0,Right,2.0,2.0,2.0,Normal,Back,193,88
37,Uruguay,64,64,Centro Atlético Fénix,130000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,173,68
24,Peru,63,67,Carlos A. Mannucci,650000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,177,78
22,Latvia,60,66,SC Freiburg II,400000.0,850.0,Right,1.0,3.0,2.0,Lean,Forward,182,74
35,Paraguay,64,64,Club Sol de América,180000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,176,74
30,Northern Ireland,66,66,Shrewsbury Town,700000.0,3000.0,Right,1.0,3.0,2.0,Lean,Back,188,76
27,Finland,67,70,Warta Poznań,1200000.0,2000.0,Right,1.0,2.0,3.0,Lean,Back,197,85
30,China PR,63,63,Jiangsu FC,400000.0,4000.0,Left,1.0,3.0,2.0,Normal,Back,190,87
27,India,55,55,NorthEast United FC,130000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,170,62
28,Brazil,64,65,CS Mioveni,550000.0,2000.0,Right,1.0,2.0,2.0,Lean,Back,192,86
23,Côte d'Ivoire,65,72,FC Lugano,675000.0,2000.0,Right,1.0,2.0,2.0,Lean,Back,182,76
25,England,74,80,Nottingham Forest,6000000.0,42000.0,Right,1.0,2.0,2.0,Lean,Back,190,90
23,Japan,62,67,Oita Trinita,600000.0,900.0,Right,1.0,3.0,2.0,Normal,Middle,185,80
23,Peru,65,71,Deportivo Binacional,1100000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,165,58
22,India,56,65,Kerala Blasters FC,325000.0,500.0,Right,1.0,4.0,2.0,Normal,Middle,167,64
27,Korea Republic,63,63,Yokohama FC,450000.0,1000.0,Right,1.0,2.0,2.0,Normal,Back,184,80
20,Germany,60,69,SC Freiburg II,550000.0,750.0,Right,1.0,3.0,3.0,Normal,Forward,171,70
21,India,55,65,Bengaluru FC,275000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,166,65
20,Bolivia,60,67,Club Deportivo Jorge Wilstermann,500000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,181,81
30,England,73,73,Royale Union Saint-Gilloise,2500000.0,13000.0,Right,1.0,3.0,2.0,Lean,Back,196,84
21,England,65,79,Blackpool,1700000.0,13000.0,Right,1.0,2.0,2.0,Lean,Back,195,76
22,Switzerland,60,69,FC Sion,550000.0,4000.0,Right,1.0,4.0,2.0,Normal,Forward,186,80
25,Venezuela,61,63,Estudiantes de Mérida,400000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,182,71
23,England,63,68,Doncaster Rovers,650000.0,3000.0,Right,1.0,3.0,2.0,Normal,Back,188,80
20,Bolivia,63,70,Club Deportivo Oriente Petrolero,875000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,189,77
23,Peru,68,74,Club Sporting Cristal,1700000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,180,74
20,Bolivia,61,68,Club Atlético Nacional Potosí,650000.0,500.0,Right,1.0,2.0,2.0,Normal,Forward,175,68
22,Korea Republic,59,68,Jeju United FC,475000.0,1000.0,Right,1.0,2.0,2.0,Normal,Back,183,78
30,Australia,70,70,Incheon United FC,1300000.0,3000.0,Left,1.0,4.0,2.0,Normal,Back,193,90
31,Uruguay,66,66,Club The Strongest,575000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,179,74
25,England,59,62,Harrogate Town,275000.0,2000.0,Right,1.0,2.0,2.0,Lean,Back,180,77
25,Jordan,61,63,Al Raed,210000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,184,80
25,Uruguay,60,63,Centro Atlético Fénix,300000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,183,80
25,Germany,62,63,VfB Lübeck,475000.0,850.0,Left,1.0,3.0,2.0,Normal,Middle,175,67
22,England,63,72,AFC Wimbledon,1100000.0,3000.0,Right,1.0,4.0,2.0,Stocky,Forward,188,79
30,Germany,61,61,FC Viktoria 1889 Berlin,325000.0,800.0,Right,1.0,4.0,2.0,Lean,Middle,180,67
25,Chile,72,77,Watford,3100000.0,26000.0,Right,1.0,3.0,2.0,Lean,Back,190,83
22,Austria,60,67,SV Ried,475000.0,2000.0,Right,1.0,2.0,2.0,Lean,Back,188,79
26,Northern Ireland,60,63,Derry City,325000.0,650.0,Right,1.0,3.0,2.0,Lean,Forward,183,77
22,Germany,65,76,SG Dynamo Dresden,1600000.0,2000.0,Right,1.0,3.0,3.0,Lean,Middle,182,72
31,Peru,66,66,Deportivo Binacional,575000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,184,78
20,Chile,66,78,Universidad Católica,2100000.0,3000.0,Right,1.0,3.0,3.0,Normal,Back,177,73
20,France,60,67,Gaz Metan Mediaş,450000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,180,72
23,Norway,61,68,Hamarkameratene,625000.0,700.0,Left,1.0,2.0,2.0,Normal,Back,183,73
24,Paraguay,65,70,Club Olimpia,1100000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,181,77
23,Japan,62,66,FC Tokyo,525000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,177,72
18,Portugal,57,73,FC Lausanne-Sport,425000.0,900.0,Left,1.0,2.0,2.0,Lean,Middle,178,63
28,Sweden,65,65,Varbergs BoIS FC,625000.0,1000.0,Right,1.0,2.0,2.0,Normal,Back,192,83
28,Portugal,69,70,Hull City,1300000.0,9000.0,Right,1.0,3.0,2.0,Lean,Back,188,84
23,India,59,65,ATK Mohun Bagan FC,325000.0,550.0,Right,1.0,4.0,2.0,Normal,Back,174,67
25,Slovakia,60,63,FC Dinamo 1948 Bucureşti,230000.0,2000.0,Right,1.0,2.0,2.0,Normal,Back,182,77
23,Burkina Faso,64,71,Oud-Heverlee Leuven,1100000.0,3000.0,Left,1.0,3.0,2.0,Normal,Back,185,75
23,India,57,64,ATK Mohun Bagan FC,300000.0,550.0,Right,1.0,3.0,2.0,Normal,Middle,179,69
19,England,66,79,Peterborough United,1900000.0,2000.0,Right,1.0,4.0,2.0,Normal,Back,180,76
24,Denmark,69,72,Barnsley,1700000.0,6000.0,Right,1.0,4.0,2.0,Lean,Back,194,82
31,Paraguay,66,66,Mushuc Runa,575000.0,500.0,Left,1.0,2.0,2.0,Normal,Back,180,74
18,Uruguay,61,72,Centro Atlético Fénix,700000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,172,65
18,Colombia,62,82,Atlético Huila,625000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,170,61
20,Republic of Ireland,54,61,UCD AFC,210000.0,500.0,Right,1.0,4.0,2.0,Lean,Middle,173,64
21,Senegal,62,73,US Quevilly Rouen Métropole,900000.0,1000.0,Right,1.0,2.0,2.0,Lean,Middle,182,78
24,United States,62,67,Minnesota United FC,550000.0,1000.0,Right,1.0,2.0,2.0,Normal,Back,173,72
22,Germany,64,70,Viktoria Köln,950000.0,3000.0,Right,1.0,4.0,2.0,Normal,Forward,181,78
21,Korea Republic,59,73,Jeju United FC,550000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,177,66
19,Australia,60,73,Sydney FC,600000.0,1000.0,Right,1.0,3.0,2.0,Normal,Forward,178,73
33,France,76,81,Fulham,700000.0,2000.0,Right,3.0,3.0,1.0,Normal,Middle,178,73
20,Sweden,56,64,Östersunds FK,325000.0,750.0,Right,1.0,3.0,2.0,Lean,Forward,188,75
22,England,62,75,Port Vale,925000.0,1000.0,Right,1.0,3.0,2.0,Lean,Back,186,74
22,England,63,70,Crewe Alexandra,900000.0,2000.0,Right,1.0,3.0,2.0,Lean,Back,182,80
24,Paraguay,65,70,Club Guaraní,1000000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,182,76
22,England,63,70,Bradford City,900000.0,3000.0,Right,1.0,2.0,2.0,Stocky,Back,186,74
33,Ecuador,65,65,Mushuc Runa,350000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,180,78
23,Japan,62,68,Shonan Bellmare,575000.0,800.0,Right,1.0,3.0,2.0,Normal,Back,173,73
19,Switzerland,62,80,Borussia Dortmund II,1000000.0,650.0,Right,1.0,5.0,3.0,Lean,Forward,191,88
24,Latvia,59,63,Dundalk FC,300000.0,550.0,Left,1.0,4.0,2.0,Normal,Back,187,73
22,Brazil,67,75,Tokushima Vortis,2100000.0,1000.0,Right,1.0,3.0,2.0,Normal,Middle,187,77
27,Sweden,61,61,Örebro SK,325000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,180,77
20,Argentina,62,70,Club Atlético Banfield,875000.0,2000.0,Right,1.0,3.0,2.0,Normal,Forward,180,75
28,England,82,84,Everton,26000000.0,45000.0,Left,3.0,4.0,1.0,Normal,Back,185,77
21,England,67,76,KV Oostende,2100000.0,3000.0,Left,1.0,2.0,2.0,Normal,Back,195,90
24,Cyprus,65,70,APOEL Nicosia FC,1100000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,175,69
29,Spain,64,65,CD Lugo,550000.0,2000.0,Right,1.0,5.0,2.0,Normal,Back,193,84
27,Croatia,60,60,FC Academica Clinceni,230000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,187,80
30,England,66,66,Wellington Phoenix,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,188,78
24,Australia,62,68,Wellington Phoenix,575000.0,800.0,Left,1.0,2.0,2.0,Normal,Back,183,76
25,Denmark,64,69,AC Horsens,775000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,195,85
21,Ghana,61,71,Chamois Niortais Football Club,750000.0,1000.0,Right,1.0,3.0,3.0,Normal,Forward,185,73
22,Northern Ireland,70,78,Sunderland,3300000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,187,85
19,Norway,58,76,Viking FK,525000.0,600.0,Right,1.0,3.0,2.0,Normal,Forward,186,70
26,Peru,63,65,Deportivo Binacional,600000.0,500.0,Right,1.0,3.0,3.0,Normal,Forward,178,74
24,Croatia,63,66,Podbeskidzie Bielsko-Biała,675000.0,1000.0,Right,1.0,3.0,2.0,Normal,Forward,188,80
26,Romania,65,67,AFC Chindia Târgoviște,775000.0,2000.0,Right,1.0,2.0,2.0,Normal,Back,187,82
22,Germany,71,78,FC Augsburg,3500000.0,13000.0,Right,1.0,3.0,2.0,Lean,Back,189,84
20,Venezuela,62,71,AC Mineros de Guayana,875000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,169,60
25,England,64,68,Wrexham AFC,725000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,185,79
24,Morocco,70,75,Royale Union Saint-Gilloise,2200000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,192,83
21,Australia,60,72,Crewe Alexandra,600000.0,5000.0,Left,1.0,2.0,3.0,Normal,Middle,178,69
26,Paraguay,65,69,Club Nacional,875000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,180,78
20,Portugal,69,80,Futebol Clube de Famalicão,2900000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,186,79
22,Argentina,59,66,Club Plaza de Deportes Colonia,450000.0,500.0,Left,1.0,3.0,3.0,Normal,Middle,176,70
26,Venezuela,64,65,Deportivo Pasto,625000.0,600.0,Right,1.0,3.0,2.0,Normal,Back,175,72
20,Ecuador,59,69,Delfín Sporting Club,500000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,175,65
29,Germany,64,64,Sportclub Verl,500000.0,700.0,Right,1.0,3.0,2.0,Stocky,Back,180,75
20,Republic of Ireland,64,74,Derby County,1200000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,184,86
28,Spain,64,64,Melbourne Victory,525000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,181,67
26,France,87,90,AC Milan,80000000.0,90000.0,Right,2.0,4.0,1.0,Normal,Back,191,89
37,Colombia,66,66,C.D. Universidad Católica del Ecuador,150000.0,500.0,Left,1.0,2.0,2.0,Stocky,Back,180,78
24,Uruguay,66,70,Delfín Sporting Club,1100000.0,500.0,Left,1.0,2.0,2.0,Normal,Back,186,77
20,Germany,60,67,FC Viktoria 1889 Berlin,475000.0,600.0,Left,1.0,3.0,3.0,Lean,Back,180,74
21,Republic of Ireland,57,72,Bohemian FC,375000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,183,75
22,Paraguay,61,70,General Caballero (JLM),725000.0,500.0,Left,1.0,3.0,2.0,Normal,Middle,169,66
27,Bolivia,67,70,Club The Strongest,1200000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,175,70
20,Senegal,64,75,Le Havre AC,1200000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,189,76
19,Peru,59,70,Universidad Técnica de Cajamarca,475000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,170,65
23,Austria,64,70,Austria Lustenau,925000.0,2000.0,Right,1.0,3.0,2.0,Normal,Forward,183,75
29,Germany,68,68,SG Dynamo Dresden,1000000.0,4000.0,Left,1.0,3.0,2.0,Normal,Back,191,90
30,England,66,66,Shrewsbury Town,700000.0,3000.0,Right,1.0,3.0,2.0,Normal,Back,188,85
21,Croatia,66,76,K Beerschot VA,1800000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,191,83
28,Costa Rica,67,69,Austin FC,1000000.0,3000.0,Right,1.0,3.0,2.0,Normal,Back,188,77
31,Uruguay,65,65,9 de Octubre,500000.0,500.0,Left,1.0,2.0,2.0,Normal,Back,180,79
23,Croatia,62,68,Brøndby IF,625000.0,3000.0,Left,1.0,2.0,3.0,Normal,Forward,181,72
25,Paraguay,64,67,Club Nacional,725000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,172,74
26,Serbia,59,60,Dundalk FC,275000.0,700.0,Left,1.0,3.0,3.0,Lean,Middle,175,68
25,Paraguay,63,67,Club Nacional,675000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,181,81
23,Senegal,67,70,GZT Giresunspor,1200000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,184,70
22,Brazil,67,76,LOSC Lille,2100000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,192,88
20,Venezuela,61,68,Zamora Fútbol Club,600000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,171,68
18,Venezuela,60,73,AC Mineros de Guayana,525000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,168,63
25,Norway,61,65,FK Jerv,450000.0,900.0,Right,1.0,2.0,2.0,Normal,Forward,192,83
21,Venezuela,64,74,Academia Puerto Cabello,1300000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,177,76
24,Albania,59,64,AIK,210000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,179,62
31,Croatia,63,63,FC Academica Clinceni,400000.0,2000.0,Right,1.0,3.0,2.0,Normal,Forward,185,80
24,Colombia,60,63,Zamora Fútbol Club,325000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,165,63
20,Poland,63,72,PGE FKS Stal Mielec,1100000.0,750.0,Right,1.0,2.0,2.0,Normal,Middle,174,66
25,Romania,62,63,AFC UTA Arad,475000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,176,70
19,Paraguay,61,74,Club Guaraní,725000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,188,82
20,Venezuela,62,69,Aragua Fútbol Club,725000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,175,66
22,Argentina,67,74,Club Atlético Lanús,1900000.0,5000.0,Right,1.0,2.0,2.0,Normal,Back,183,75
26,Paraguay,63,64,General Caballero (JLM),575000.0,500.0,Left,1.0,2.0,2.0,Lean,Forward,181,83
23,Belgium,67,75,KV Oostende,2100000.0,4000.0,Right,1.0,3.0,2.0,Lean,Back,187,70
32,England,71,71,Stoke City,1200000.0,17000.0,Right,1.0,3.0,2.0,Normal,Back,197,83
20,China PR,59,74,Tianjin Jinmen Tiger FC,550000.0,1000.0,Right,1.0,3.0,3.0,Lean,Middle,174,64
34,Brazil,73,73,Ascoli,1000000.0,5000.0,Right,2.0,2.0,2.0,Stocky,Back,193,89
24,Peru,66,72,Carlos A. Mannucci,1300000.0,500.0,Left,1.0,2.0,2.0,Lean,Back,178,71
22,Republic of Ireland,56,66,Sligo Rovers,325000.0,500.0,Right,1.0,2.0,2.0,Lean,Middle,175,70
23,England,61,68,Salford City,600000.0,3000.0,Right,1.0,3.0,2.0,Lean,Back,185,78
21,Scotland,61,70,Carlisle United,700000.0,2000.0,Left,1.0,2.0,2.0,Normal,Back,185,74
34,Paraguay,66,66,Club Deportivo Guabirá,275000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,180,75
21,Scotland,57,67,Bristol Rovers,350000.0,1000.0,Left,1.0,2.0,2.0,Lean,Back,170,64
19,Sweden,64,76,BK Häcken,1400000.0,1000.0,Left,1.0,3.0,3.0,Normal,Back,186,75
30,Uruguay,63,63,Club Universitario de Deportes,400000.0,500.0,Right,1.0,2.0,3.0,Stocky,Middle,189,94
22,China PR,56,67,Shenzhen FC,300000.0,2000.0,Right,1.0,3.0,2.0,Lean,Back,180,67
24,Italy,62,69,Palermo,800000.0,1000.0,Right,1.0,3.0,2.0,Lean,Forward,192,75
30,Peru,67,67,Deportivo Binacional,875000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,176,74
21,India,56,66,SC East Bengal FC,325000.0,500.0,Right,1.0,4.0,2.0,Normal,Middle,174,72
25,Venezuela,67,72,Hermanos Colmenarez,1300000.0,500.0,Right,1.0,2.0,2.0,Stocky,Back,180,82
18,Italy,58,73,Perugia,450000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,184,72
24,Tunisia,67,72,FC Lorient,1400000.0,5000.0,Right,1.0,3.0,2.0,Lean,Back,190,81
22,Netherlands,68,75,Aalborg BK,2300000.0,5000.0,Right,1.0,3.0,2.0,Normal,Back,192,86
21,Uruguay,65,76,Cerro Largo Fútbol Club,1500000.0,500.0,Left,1.0,3.0,2.0,Normal,Back,197,84
23,England,60,67,St. Patrick's Athletic,475000.0,550.0,Right,1.0,3.0,2.0,Lean,Back,180,73
23,Uruguay,69,77,Girona FC,2900000.0,9000.0,Right,1.0,3.0,2.0,Lean,Back,190,76
20,Republic of Ireland,68,79,Norwich City,2500000.0,11000.0,Right,1.0,3.0,2.0,Normal,Back,188,78
19,Turkey,60,66,Yeni Malatyaspor,375000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,178,68
23,Serbia,63,69,Austria Lustenau,775000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,183,76
19,Ecuador,60,70,Barcelona Sporting Club,525000.0,500.0,Left,1.0,3.0,3.0,Normal,Forward,175,66
32,China PR,64,64,Jiangsu FC,375000.0,5000.0,Right,1.0,4.0,2.0,Normal,Back,186,79
