Age,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
19,59,72,500000.0,600.0,Right,1.0,3.0,2.0,Normal,Reserve,188,84
22,56,66,325000.0,1000.0,Right,1.0,4.0,3.0,Lean,Reserve,183,79
19,61,73,725000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,186,78
23,58,64,325000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,178,82
21,48,62,70000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,170,65
19,52,68,200000.0,600.0,Right,1.0,2.0,2.0,Normal,Reserve,168,69
20,57,65,325000.0,4000.0,Left,1.0,2.0,2.0,Normal,Reserve,185,74
16,58,78,525000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,177,75
21,58,70,500000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,196,80
18,51,62,120000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,182,70
26,63,66,550000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,187,81
17,50,66,120000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,188,78
19,57,73,425000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,187,78
26,62,67,525000.0,500.0,Right,1.0,2.0,2.0,Lean,Back,186,78
18,51,64,140000.0,650.0,Right,1.0,3.0,2.0,Normal,Reserve,177,63
24,63,67,625000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,193,88
17,51,69,70000.0,500.0,Right,1.0,1.0,2.0,Lean,Reserve,169,64
18,62,75,875000.0,950.0,Right,1.0,3.0,2.0,Normal,Reserve,186,73
19,58,68,450000.0,500.0,Left,1.0,3.0,2.0,Lean,Forward,173,65
22,61,69,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,191,79
25,57,61,210000.0,500.0,Left,1.0,2.0,2.0,Normal,Reserve,175,70
18,60,77,600000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,185,87
19,58,72,475000.0,750.0,Right,1.0,3.0,2.0,Lean,Reserve,169,62
22,56,65,325000.0,850.0,Right,1.0,3.0,2.0,Lean,Reserve,187,80
22,56,66,300000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,178,66
19,55,71,325000.0,500.0,Left,1.0,3.0,2.0,Lean,Reserve,192,76
29,65,65,600000.0,6000.0,Right,1.0,3.0,2.0,Normal,Reserve,189,85
19,53,63,90000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,169,62
18,61,78,775000.0,500.0,Left,1.0,2.0,2.0,Normal,Reserve,188,78
18,53,67,220000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,178,73
20,55,65,275000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,176,65
22,54,61,220000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,174,64
29,53,53,80000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,78
36,79,79,1900000.0,34000.0,Right,3.0,2.0,1.0,Normal,Back,190,74
23,52,57,110000.0,500.0,Right,1.0,4.0,2.0,Lean,Reserve,171,71
25,48,51,35000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,181,73
18,55,67,300000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,188,76
20,48,59,100000.0,650.0,Right,1.0,3.0,2.0,Normal,Reserve,175,67
19,57,71,375000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,189,88
19,56,67,300000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,180,73
22,62,69,750000.0,1000.0,Right,1.0,2.0,2.0,Normal,Back,191,82
21,52,63,180000.0,750.0,Right,1.0,3.0,2.0,Normal,Reserve,186,80
19,57,69,400000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,172,65
22,56,66,300000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,177,75
22,60,68,275000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,180,75
18,57,73,425000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,186,79
22,54,62,240000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,175,68
29,60,60,250000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,188,82
18,56,72,350000.0,900.0,Left,1.0,2.0,3.0,Normal,Back,178,71
17,51,64,130000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,178,64
22,63,71,1000000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,191,76
19,50,65,100000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,181,70
19,52,66,180000.0,650.0,Left,1.0,2.0,2.0,Normal,Reserve,175,62
19,56,66,300000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,180,75
18,57,68,350000.0,1000.0,Right,1.0,3.0,3.0,Lean,Reserve,174,66
26,64,67,675000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,187,79
21,56,65,300000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,180,74
28,66,67,800000.0,10000.0,Left,1.0,3.0,2.0,Normal,Reserve,186,77
19,58,67,450000.0,4000.0,Left,1.0,2.0,2.0,Normal,Reserve,176,62
34,77,77,700000.0,2000.0,Right,1.0,2.0,1.0,Normal,Back,196,84
22,61,69,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,184,82
21,60,69,550000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,188,79
26,60,61,300000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,172,70
19,53,66,220000.0,1000.0,Left,1.0,3.0,2.0,Lean,Reserve,169,59
23,57,63,240000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,183,79
23,53,60,80000.0,800.0,Right,1.0,3.0,2.0,Normal,Reserve,181,75
20,62,74,900000.0,5000.0,Right,1.0,3.0,2.0,Lean,Reserve,190,78
21,53,61,210000.0,800.0,Right,1.0,2.0,2.0,Lean,Reserve,179,74
18,50,65,110000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,178,72
23,52,62,170000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,168,61
19,51,61,130000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,177,77
23,60,68,550000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,182,76
21,56,63,275000.0,500.0,Left,1.0,3.0,2.0,Lean,Back,180,73
17,54,77,350000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,172,64
19,54,69,150000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,180,75
22,56,62,230000.0,500.0,Right,1.0,3.0,3.0,Lean,Reserve,165,63
18,53,67,220000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,70
30,78,78,9500000.0,20000.0,Right,1.0,4.0,1.0,Normal,Back,184,82
26,60,63,275000.0,500.0,Left,1.0,2.0,2.0,Lean,Reserve,184,83
17,57,78,525000.0,500.0,Right,1.0,3.0,3.0,Lean,Reserve,180,76
23,57,62,230000.0,1000.0,Left,1.0,2.0,2.0,Lean,Reserve,188,82
22,60,68,525000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,191,79
19,56,69,350000.0,3000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,70
20,58,73,500000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,187,76
21,52,63,180000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,178,74
19,59,68,475000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,175,70
22,58,65,425000.0,500.0,Left,1.0,3.0,2.0,Normal,Middle,176,73
22,60,65,350000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,175,69
25,61,65,400000.0,650.0,Right,1.0,3.0,2.0,Lean,Back,182,77
25,63,68,625000.0,5000.0,Right,1.0,3.0,2.0,Lean,Reserve,191,82
18,53,72,240000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,166,55
22,48,53,70000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,68
19,52,72,220000.0,850.0,Right,1.0,3.0,2.0,Lean,Reserve,170,64
21,61,71,700000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,187,80
19,57,77,425000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,187,80
20,60,69,500000.0,1000.0,Left,1.0,2.0,2.0,Normal,Reserve,185,77
20,58,68,450000.0,950.0,Right,1.0,2.0,2.0,Lean,Reserve,190,80
18,54,69,250000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,177,60
21,60,71,525000.0,900.0,Left,1.0,3.0,2.0,Lean,Reserve,187,70
18,52,70,200000.0,700.0,Right,1.0,2.0,2.0,Lean,Reserve,180,73
20,56,67,325000.0,3000.0,Left,1.0,2.0,2.0,Lean,Back,178,72
22,54,62,230000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,183,80
16,57,77,450000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,188,86
20,48,62,110000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,174,69
20,51,60,130000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,180,72
18,54,68,250000.0,950.0,Right,1.0,2.0,2.0,Normal,Reserve,180,65
22,62,69,750000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,189,83
18,55,67,300000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,177,70
23,47,49,60000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,170,62
17,59,72,240000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,186,77
27,62,64,425000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,188,85
17,57,74,400000.0,500.0,Right,1.0,4.0,3.0,Lean,Reserve,192,80
19,58,74,525000.0,4000.0,Left,1.0,3.0,3.0,Lean,Reserve,172,65
18,50,65,110000.0,500.0,Left,1.0,2.0,2.0,Lean,Reserve,176,68
30,55,55,120000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,181,78
20,55,68,300000.0,950.0,Right,1.0,3.0,2.0,Normal,Reserve,180,72
20,57,67,350000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,170,66
27,60,60,275000.0,500.0,Right,1.0,3.0,2.0,Stocky,Reserve,179,85
22,58,69,450000.0,3000.0,Right,1.0,3.0,2.0,Lean,Reserve,176,61
19,51,60,120000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,169,65
19,57,68,325000.0,550.0,Right,1.0,3.0,2.0,Lean,Reserve,194,86
20,55,64,275000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,184,80
23,66,71,1200000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,189,80
21,61,68,625000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,189,74
17,53,70,230000.0,500.0,Left,1.0,3.0,2.0,Lean,Reserve,183,71
20,60,71,500000.0,2000.0,Right,1.0,2.0,2.0,Normal,Back,184,76
22,52,62,180000.0,500.0,Right,1.0,4.0,3.0,Normal,Reserve,168,65
20,53,68,230000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,183,74
21,64,74,1200000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,192,84
21,53,63,200000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,175,67
33,61,61,160000.0,500.0,Right,1.0,2.0,2.0,Lean,Back,176,70
18,57,71,375000.0,4000.0,Right,1.0,3.0,2.0,Normal,Reserve,189,77
25,63,69,450000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,179,68
20,57,67,375000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,185,75
22,54,62,240000.0,1000.0,Right,1.0,4.0,3.0,Normal,Reserve,188,77
33,85,85,17500000.0,40000.0,Right,3.0,4.0,1.0,Normal,Back,183,79
18,53,70,230000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,175,70
19,60,75,550000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,186,80
19,51,66,140000.0,3000.0,Left,1.0,3.0,2.0,Lean,Reserve,168,61
20,55,63,275000.0,750.0,Right,1.0,2.0,2.0,Normal,Reserve,182,79
23,56,61,200000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,185,76
34,64,64,130000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,185,78
22,53,62,210000.0,2000.0,Right,1.0,2.0,2.0,Lean,Reserve,180,67
22,55,67,300000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,180,79
21,56,69,350000.0,7000.0,Right,1.0,2.0,2.0,Lean,Reserve,182,75
17,49,69,50000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,188,72
19,56,67,300000.0,800.0,Right,1.0,3.0,2.0,Normal,Reserve,183,73
22,53,62,210000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,72
23,56,60,210000.0,800.0,Right,1.0,3.0,2.0,Normal,Reserve,180,80
22,56,64,325000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,180,74
20,61,67,450000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,194,88
19,53,64,200000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,185,75
20,61,70,675000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,188,82
20,55,66,275000.0,1000.0,Left,1.0,2.0,2.0,Normal,Reserve,181,71
22,54,65,230000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,80
17,51,65,130000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,176,67
17,57,70,350000.0,500.0,Left,1.0,4.0,2.0,Normal,Reserve,185,74
19,47,55,100000.0,800.0,Right,1.0,2.0,2.0,Lean,Reserve,178,68
23,51,58,120000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,176,72
16,59,78,275000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,186,72
23,58,64,325000.0,650.0,Right,1.0,3.0,2.0,Normal,Reserve,188,88
18,53,72,240000.0,600.0,Right,1.0,2.0,2.0,Lean,Reserve,176,71
17,52,62,170000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,178,70
24,51,57,90000.0,1000.0,Right,1.0,4.0,2.0,Lean,Reserve,175,70
18,55,74,325000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,180,75
18,56,68,300000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,169,55
20,53,63,100000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,178,72
17,56,75,180000.0,500.0,Left,1.0,3.0,2.0,Lean,Reserve,175,70
18,56,71,325000.0,600.0,Right,1.0,3.0,2.0,Lean,Reserve,180,76
23,54,58,140000.0,500.0,Left,1.0,4.0,2.0,Normal,Reserve,182,82
27,58,59,210000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,187,76
17,52,71,200000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,185,75
26,76,78,7000000.0,33000.0,Right,1.0,3.0,1.0,Normal,Back,183,75
20,49,63,110000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,177,67
20,61,71,675000.0,750.0,Right,1.0,2.0,2.0,Normal,Reserve,182,71
21,61,69,700000.0,2000.0,Right,1.0,2.0,2.0,Lean,Reserve,188,78
20,54,63,240000.0,1000.0,Left,1.0,3.0,2.0,Lean,Reserve,185,75
19,48,58,100000.0,1000.0,Right,1.0,1.0,2.0,Lean,Reserve,173,60
30,63,63,400000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,181,81
18,54,73,250000.0,700.0,Left,1.0,2.0,2.0,Normal,Reserve,175,69
19,53,66,220000.0,500.0,Left,1.0,3.0,3.0,Normal,Reserve,177,73
21,53,62,210000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,174,65
24,53,58,130000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,172,70
21,55,66,275000.0,3000.0,Left,1.0,3.0,2.0,Normal,Reserve,176,70
20,61,70,400000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,189,80
17,54,64,220000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,188,79
18,57,68,325000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,190,68
17,53,72,220000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,186,78
18,52,73,250000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,178,67
19,50,64,110000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,183,68
19,55,72,325000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,171,65
19,47,53,70000.0,2000.0,Right,1.0,1.0,2.0,Lean,Reserve,178,68
29,62,62,300000.0,900.0,Right,1.0,3.0,2.0,Stocky,Reserve,187,82
18,50,63,110000.0,950.0,Right,1.0,3.0,2.0,Lean,Reserve,177,72
22,61,69,700000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,190,79
17,52,67,170000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,178,70
25,62,67,525000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,183,75
17,54,74,300000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,185,75
22,62,72,825000.0,1000.0,Right,1.0,2.0,2.0,Lean,Back,190,80
20,55,65,275000.0,850.0,Right,1.0,4.0,2.0,Normal,Reserve,183,75
19,56,70,325000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,188,80
18,58,74,525000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,180,77
19,51,63,130000.0,850.0,Right,1.0,3.0,2.0,Normal,Reserve,172,70
31,65,65,500000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,182,85
20,59,74,550000.0,3000.0,Left,1.0,3.0,2.0,Lean,Reserve,190,77
19,63,78,1100000.0,5000.0,Right,1.0,2.0,2.0,Lean,Reserve,201,84
29,62,62,250000.0,500.0,Left,1.0,2.0,2.0,Stocky,Reserve,182,89
18,47,62,110000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,173,65
20,58,67,180000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,186,80
19,56,70,350000.0,500.0,Right,1.0,3.0,2.0,Lean,Forward,191,77
23,60,66,400000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,184,73
18,59,70,450000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,182,68
21,54,68,275000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,182,70
21,55,66,275000.0,500.0,Left,1.0,2.0,2.0,Lean,Reserve,163,60
19,56,72,350000.0,3000.0,Left,1.0,3.0,2.0,Lean,Reserve,169,67
19,59,72,500000.0,2000.0,Left,1.0,2.0,2.0,Lean,Reserve,183,71
28,63,63,425000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,176,78
24,57,62,220000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,183,76
18,53,68,210000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,176,68
19,47,60,110000.0,950.0,Right,1.0,3.0,2.0,Lean,Reserve,175,70
21,53,60,190000.0,850.0,Right,1.0,3.0,2.0,Normal,Reserve,173,68
18,55,65,275000.0,1000.0,Left,1.0,2.0,2.0,Lean,Reserve,175,60
18,52,68,190000.0,550.0,Right,1.0,2.0,2.0,Normal,Reserve,185,71
20,58,69,425000.0,900.0,Left,1.0,2.0,2.0,Normal,Reserve,188,77
18,53,65,220000.0,900.0,Right,1.0,2.0,2.0,Lean,Reserve,182,65
23,65,72,1300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,190,80
25,53,55,120000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,177,70
18,54,73,250000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,180,70
23,57,67,350000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,182,78
24,48,53,70000.0,2000.0,Right,1.0,2.0,2.0,Lean,Reserve,178,70
22,58,67,425000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,182,75
19,60,71,500000.0,850.0,Left,1.0,2.0,2.0,Normal,Reserve,186,83
23,59,65,350000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,180,78
20,57,66,140000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,184,75
19,48,65,120000.0,700.0,Right,1.0,3.0,2.0,Normal,Reserve,173,67
19,54,70,275000.0,500.0,Right,1.0,3.0,3.0,Lean,Reserve,167,57
19,54,63,220000.0,900.0,Left,1.0,2.0,2.0,Normal,Reserve,178,71
22,48,58,110000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,165,66
21,55,63,275000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,180,80
21,56,67,300000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,183,80
19,54,72,275000.0,1000.0,Left,1.0,1.0,2.0,Lean,Reserve,181,69
19,59,70,450000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,191,87
22,59,65,325000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,86
20,58,69,425000.0,900.0,Right,1.0,2.0,2.0,Normal,Reserve,188,78
19,58,75,500000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,192,85
20,55,64,275000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,176,73
18,58,70,450000.0,500.0,Left,1.0,3.0,2.0,Lean,Reserve,187,78
19,56,68,350000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,191,80
19,52,65,190000.0,650.0,Right,1.0,5.0,2.0,Normal,Reserve,190,86
18,54,68,250000.0,500.0,Left,1.0,2.0,2.0,Lean,Reserve,174,65
22,64,71,1100000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,183,74
19,56,72,350000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,170,65
20,56,72,375000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,165,62
17,49,67,110000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,185,77
20,59,69,450000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,75
19,54,71,275000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,173,60
17,57,77,450000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,187,85
27,57,60,190000.0,4000.0,Right,1.0,3.0,2.0,Lean,Reserve,180,60
21,53,66,230000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,182,72
19,57,70,375000.0,2000.0,Left,1.0,2.0,2.0,Lean,Reserve,180,75
23,59,64,300000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,193,88
22,48,56,100000.0,1000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,73
22,53,62,210000.0,2000.0,Left,1.0,2.0,2.0,Lean,Reserve,179,69
25,61,66,425000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,194,88
18,57,76,400000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,191,77
18,56,72,350000.0,500.0,Left,1.0,2.0,2.0,Normal,Reserve,183,75
23,65,70,975000.0,500.0,Left,1.0,2.0,2.0,Stocky,Reserve,184,78
17,52,64,180000.0,500.0,Right,1.0,3.0,2.0,Stocky,Reserve,177,75
20,50,57,90000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,188,87
21,51,64,140000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,174,70
28,62,63,300000.0,650.0,Right,1.0,3.0,2.0,Normal,Reserve,187,83
20,57,74,400000.0,650.0,Right,1.0,3.0,2.0,Lean,Reserve,186,80
21,54,62,240000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,183,78
23,48,52,70000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,171,66
18,53,67,220000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,183,72
18,58,73,450000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,189,80
27,60,61,250000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,188,79
20,51,63,130000.0,750.0,Right,1.0,3.0,2.0,Normal,Reserve,183,69
18,59,73,500000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,184,74
24,64,71,1100000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,78
19,55,69,300000.0,500.0,Left,1.0,2.0,2.0,Lean,Middle,172,70
26,63,66,400000.0,500.0,Left,1.0,2.0,2.0,Normal,Reserve,182,81
20,54,66,240000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,184,76
22,52,61,180000.0,3000.0,Right,1.0,3.0,2.0,Lean,Reserve,175,67
19,59,76,575000.0,550.0,Right,1.0,3.0,3.0,Normal,Reserve,176,64
22,63,72,1000000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,188,75
17,59,75,575000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,187,72
18,55,69,275000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,193,82
27,53,53,90000.0,1000.0,Right,1.0,3.0,2.0,Normal,Back,172,67
20,60,73,550000.0,4000.0,Right,1.0,2.0,2.0,Lean,Reserve,183,72
19,60,71,500000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,181,70
19,56,73,350000.0,950.0,Right,1.0,3.0,2.0,Lean,Reserve,186,80
31,61,61,220000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,198,92
20,50,60,100000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,177,74
19,50,58,100000.0,700.0,Right,1.0,3.0,2.0,Normal,Reserve,178,70
21,54,64,240000.0,5000.0,Left,1.0,3.0,2.0,Lean,Reserve,175,64
19,55,71,325000.0,600.0,Right,1.0,3.0,2.0,Normal,Reserve,178,71
19,57,70,400000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,187,75
17,56,79,450000.0,500.0,Left,1.0,2.0,2.0,Normal,Reserve,184,74
23,60,66,350000.0,3000.0,Left,1.0,3.0,2.0,Lean,Reserve,195,79
22,62,72,825000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,195,84
25,56,58,180000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,183,76
21,55,66,275000.0,4000.0,Right,1.0,3.0,2.0,Normal,Reserve,189,77
21,53,56,120000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,182,65
19,61,74,725000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,188,80
18,54,68,230000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,183,75
21,56,66,325000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,180,71
19,58,70,475000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,187,80
18,59,69,450000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,182,75
21,52,59,160000.0,750.0,Right,1.0,3.0,3.0,Normal,Reserve,176,70
30,59,59,180000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,193,84
21,60,73,600000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,182,70
27,53,53,90000.0,3000.0,Left,1.0,2.0,3.0,Normal,Back,170,63
18,53,72,240000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,167,81
21,54,66,275000.0,950.0,Right,1.0,2.0,2.0,Lean,Reserve,173,64
19,53,64,190000.0,850.0,Left,1.0,2.0,2.0,Normal,Reserve,177,63
20,57,66,350000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,187,77
18,51,68,150000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,180,72
16,53,72,220000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,181,68
17,57,72,350000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,188,84
21,59,68,475000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,178,75
